Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
diffutils, 518629, 0.10, 9, 2, 4, 0, 734298, 133143, 705, 141, 0, 155648, 4096, 0.092971, 0.024253, 65256, 11248, 0, 0, 136, 12, 17, 0.040601, 0.007214, 59668, 9367, 1, 0, 168, 147, 36
xf86-video-fbdev, 680968, 0.06, 7, 1, 0, 0, 1080180, 634959, 336, 207, 0, 647168, 4096, 0.07843699999999999, 0.016513, 67256, 10685, 0, 0, 120, 6, 7, 0.008391, 0.004249, 61732, 977, 0, 0, 1144, 13, 4
linux-libc-headers, 210064, 0.08, 6, 2, 3, 0, 949802, 129364, 782, 134, 0, 159744, 4096, 0.069839, 0.023278999999999998, 62528, 9919, 0, 0, 144, 13, 33, 0.03671, 0.002503, 56868, 9205, 0, 0, 168, 142, 6
xkeyboard-config, 322862, 0.04, 11, 0, 0, 0, 502460, 121998, 192, 85, 0, 126976, 4096, 0.11381999999999999, 0.00813, 63560, 11807, 0, 0, 120, 8, 26, 0.0070469999999999994, 0.001276, 57800, 947, 0, 0, 128, 13, 8
util-linux, 246876, 0.30, 12, 1, 16, 4, 2252466, 409309, 3046, 401, 0, 405504, 4096, 0.123011, 0.011182, 63096, 13763, 0, 0, 152, 29, 8, 0.169703, 0.043987, 57072, 47736, 1, 0, 640, 757, 164
libice, 266376, 0.04, 6, 2, 0, 0, 591614, 118674, 202, 79, 0, 126976, 4096, 0.070019, 0.029481999999999998, 63200, 8681, 0, 0, 120, 6, 12, 0.0066029999999999995, 0.0016769999999999999, 57500, 943, 0, 0, 128, 13, 2
gnutls, 295268, 0.16, 12, 1, 10, 2, 1449756, 239438, 1887, 268, 0, 258048, 4096, 0.128997, 0.016124, 63388, 12283, 0, 0, 136, 21, 9, 0.100532, 0.020783, 57552, 28362, 1, 0, 368, 453, 38
attr, 256005, 0.09, 11, 3, 0, 0, 977791, 638661, 322, 214, 0, 651264, 4096, 0.11973199999999999, 0.031928, 63044, 10038, 0, 0, 128, 6, 46, 0.008721, 0.005508, 57456, 965, 0, 0, 1144, 12, 26
avahi, 425397, 0.51, 14, 5, 42, 8, 7322662, 1116186, 8641, 993, 0, 1138688, 4096, 0.14226, 0.056155, 64732, 19664, 0, 0, 168, 65, 7, 0.423743, 0.08240299999999999, 59052, 134872, 1, 0, 2056, 2160, 133
libfontenc, 370307, 0.08, 10, 1, 0, 0, 541415, 118818, 193, 79, 0, 126976, 4096, 0.100308, 0.012157999999999999, 63808, 8553, 0, 0, 120, 6, 112, 0.008539999999999999, 0.00057, 58024, 935, 0, 0, 128, 13, 13
which, 674837, 0.08, 5, 3, 3, 0, 1363058, 639212, 815, 258, 0, 671744, 4096, 0.057548999999999996, 0.030987999999999998, 67260, 11688, 0, 0, 128, 13, 4, 0.035450999999999996, 0.0042369999999999994, 61304, 9281, 0, 0, 1184, 142, 9
libepoxy, 328814, 0.69, 12, 3, 1, 0, 1075000, 637588, 342, 213, 4096, 651264, 4096, 0.12220099999999999, 0.03371, 63624, 11936, 0, 0, 128, 6, 33, 0.01538, 0.002082, 57636, 962, 0, 8, 1144, 18, 17
gobject-introspection, 278412, 0.11, 13, 1, 0, 0, 1229609, 125606, 362, 90, 0, 126976, 4096, 0.134827, 0.011556, 63644, 10966, 0, 0, 120, 5, 87, 0.006189999999999999, 0.003381, 58056, 939, 1, 0, 128, 13, 22
